ThetaDeg;N;SkinDepth;SolveResult;BcErrorPct;HelmholtzResidual;Incident;ReflectedPct;TransmittedPct;AbsorbedPct;EnergyTotalPct;EnergyBalanceErrorPct;TransmittedThroughStrip;SolveTimeMs;MetricsTimeMs;ErrorMessage
60;60;0.10000000000000001;1;0.011843140729558312;0.0002204364357815336;85.409013855685998;2.9917623197332053;96.722945688277605;0.28529199198920518;100.00000000000003;1.6638588918979697E-14;1.1635905455494766;1204;14783;
60;60;0.01;1;0.0023275627878576958;0.00021160114207423834;85.409013855685998;7.3099284820365718;90.033135323754493;2.6569361942089356;100;0;-5.9890534427729332;1024;13603;
60;60;0.001;1;0.0012538588862925312;0.00024248929410587358;85.409013855685998;11.794519643945581;87.683397600803957;0.52208275525046444;100;0;-0.94282347993944859;1011;13486;
90;5;0;1;0.37593159040017921;0.00044673779540474993;65.973445725385659;19.43810029298707;80.561899707012927;0;100;0;-0.0010972277587815915;1;197;
90;5;0.10000000000000001;1;7.389649087400131;0.00032661896021606501;65.973445725385659;4.1595535059844035;95.31739873138298;0.5230477626326151;100;0;-0.35733080994169375;1;203;
90;5;0.01;1;1.8362155797289657;0.00043104739765234264;65.973445725385659;12.779072352383036;82.419444016260329;4.8014836313566382;100;0;-9.3751814281964396;1;200;
90;5;0.001;1;0.77181136463268873;0.00044879596905645974;65.973445725385659;20.526501749896887;78.902568445938371;0.57092980416474592;100.00000000000003;2.1540264509382546E-14;-1.0192154844052401;1;199;
90;10;0;1;0.00043850711946616557;0.00044733996466722912;65.973445725385659;19.436735493747435;80.563264506252565;0;100;0;7.4980655050972724E-05;4;252;
90;10;0.10000000000000001;1;2.7702874559920638;0.00032598271004187572;65.973445725385659;4.1214654588224633;95.481954856703169;0.39657968447437564;100;0;-0.34588651637682277;4;260;
90;10;0.01;1;0.58692424357865813;0.00042774303847731992;65.973445725385659;12.541451400548983;82.732697087947898;4.725851511503123;100;0;-9.2966117746058927;4;266;
90;10;0.001;1;0.34655923880097217;0.00045053841181600388;65.973445725385659;20.453783993171225;78.988975283437568;0.55724072339120601;100;0;-1.0563202050612233;4;264;
90;20;0;1;4.9533002127137125E-05;0.00033333175126680091;65.973445725385659;19.43673447993805;80.563265520061961;0;100;0;9.3801787057135589E-06;33;927;
90;20;0.10000000000000001;1;0.44961036086062051;0.00031873624096422114;65.973445725385659;4.1118006438861023;95.504692287753429;0.38350706836046383;100.00000000000003;2.1540264509382546E-14;-0.34568103329161631;34;926;
90;20;0.01;1;0.08865833770628602;0.00032255945908002366;65.973445725385659;12.478867880720744;82.765951344995159;4.7551807742840975;100;0;-9.2980233342506775;36;915;
90;20;0.001;1;0.053165425792802777;0.00032648676050399048;65.973445725385659;20.405417747864927;79.005512369666363;0.58906988246871184;100;0;-1.0770602894865193;31;907;
90;30;0;1;1.8587325922959414E-05;0.00031546522608382464;65.973445725385659;19.436734625032205;80.563265374967798;0;100;0;2.708847273068813E-06;134;2430;
90;30;0.10000000000000001;1;0.1401366220202096;0.00031563762997786817;65.973445725385659;4.1099889617273471;95.510591216157493;0.3794198221151589;100;0;-0.3458908941339347;121;2380;
90;30;0.01;1;0.026950379617053058;0.00035665302815252286;65.973445725385659;12.467252528084314;82.768039153583814;4.7647083183318673;100;0;-9.3008920943493951;128;2660;
90;30;0.001;1;0.013518348348640016;0.00032975474503327019;65.973445725385659;20.395266369935051;79.002653743813397;0.60207988625156073;100.00000000000003;2.1540264509382546E-14;-1.0835560761363596;146;2528;
90;60;0;1;1.9829879825878304E-06;0.00029998917091916951;65.973445725385659;19.43673452714502;80.56326547285498;0;100;0;3.4668010821991294E-07;1136;15504;
90;60;0.10000000000000001;1;0.017607559223689302;0.0003189581188341445;65.973445725385659;4.1088988211820343;95.51169888524791;0.3794022935700645;100.00000000000003;2.1540264509382546E-14;-0.34592062656354688;1086;16490;
90;60;0.01;1;0.0033076838147703164;0.00031027954510936238;65.973445725385659;12.460301917248117;82.773977534730619;4.7657205480212639;100;0;-9.3000067418192618;1208;15842;
90;60;0.001;1;0.0013426904778172689;0.00029701041124147951;65.973445725385659;20.389355032148373;79.005959304452247;0.60468566339938135;100;0;-1.0860808087146443;1228;15877;
